iteration,error,relative_error,iter_time,method,seed,rank,tier,cumulative_time,nnls_time,qubo_build_time,annealing_time,postprocess_time
11,157.5034362817058,0.47076815943884853,0.051762333954684436,NBMF_SA,42,5,primary,0.5882377099478617,0.0008255420252680779,0.0008963783038780093,0.04990058392286301,6.73722242936492e-05
12,157.5034362817058,0.47076815943884853,0.05389858304988593,NBMF_SA,42,5,primary,0.6421362929977477,0.0012424170272424817,0.0009526202920824289,0.051597665064036846,5.0078146159648895e-05
13,157.5034362817058,0.47076815943884853,0.05264566699042916,NBMF_SA,42,5,primary,0.6947819599881768,0.0008030000608414412,0.0008905408903956413,0.05084899067878723,4.8370915465056896e-05
14,157.5034362817058,0.47076815943884853,0.0930675829295069,NBMF_SA,42,5,primary,0.7878495429176837,0.0008172499947249889,0.0015556267462670803,0.09046628698706627,0.00012287544086575508
15,157.5034362817058,0.47076815943884853,0.05890166596509516,NBMF_SA,42,5,primary,0.8467512088827789,0.0009719579247757792,0.0010292897932231426,0.056769620277918875,6.754591595381498e-05
1,165.15091330498373,0.4936260015760845,0.2419800830539316,NBMF_PathIntegral,42,5,primary,0.2419800830539316,0.0009234580211341381,0.0010369138326495886,0.2398980372818187,5.1380135118961334e-05
2,159.46589492366186,0.4766338285611153,0.24375174997840077,NBMF_PathIntegral,42,5,primary,0.48573183303233236,0.0008644169429317117,0.0009922088356688619,0.24178054183721542,5.533010698854923e-05
3,158.72725183077063,0.4744260694319704,0.24441345792729408,NBMF_PathIntegral,42,5,primary,0.7301452909596264,0.0008603330934420228,0.0010093768360093236,0.24241508112754673,5.778891500085592e-05
4,158.21054723692652,0.4728816709327369,0.2633369159884751,NBMF_PathIntegral,42,5,primary,0.9934822069481015,0.0008389590075239539,0.001028830069117248,0.26132583036087453,6.250024307519197e-05
5,157.98489628319533,0.4722072140023265,0.2603421669919044,NBMF_PathIntegral,42,5,primary,1.253824373940006,0.0008759170304983854,0.0011508776806294918,0.2581832016585395,6.779644172638655e-05
6,157.89888284741798,0.47195012509173606,0.24749529198743403,NBMF_PathIntegral,42,5,primary,1.50131966592744,0.0008352919248864055,0.0010493288282305002,0.24547733587678522,6.366393063217402e-05
7,157.8125838968603,0.47169218279489067,0.24521916592493653,NBMF_PathIntegral,42,5,primary,1.7465388318523765,0.0008243339834734797,0.00100528949405998,0.24326324765570462,6.349710747599602e-05
8,157.61593475308877,0.4711044105046216,0.251444875029847,NBMF_PathIntegral,42,5,primary,1.9979837068822235,0.0008157079573720694,0.0010581574169918895,0.24944545805919915,6.187357939779758e-05
9,157.46210324220996,0.4706446175061337,0.2524901250144467,NBMF_PathIntegral,42,5,primary,2.25047383189667,0.000813000020571053,0.0010620453394949436,0.2504030844429508,7.55825312808156e-05
10,157.4057178052936,0.4704760848760976,0.2514842079253867,NBMF_PathIntegral,42,5,primary,2.501958039822057,0.0008872919715940952,0.0010370779782533646,0.24943691049702466,5.65042719244957e-05
11,157.34469222727782,0.4702936831474789,0.2507029169937596,NBMF_PathIntegral,42,5,primary,2.7526609568158165,0.0008359580533578992,0.0011092881904914975,0.2486310841049999,6.00453931838274e-05
12,157.34469222727782,0.4702936831474789,0.24780054204165936,NBMF_PathIntegral,42,5,primary,3.000461498857476,0.0008182500023394823,0.001010949956253171,0.2458316186675802,6.107962690293789e-05
13,157.34469222727782,0.4702936831474789,0.24362583295442164,NBMF_PathIntegral,42,5,primary,3.2440873318118975,0.0009619999909773469,0.0010505443206056952,0.24149361869785935,5.7333498261868954e-05
14,157.34469222727782,0.4702936831474789,0.25065754202660173,NBMF_PathIntegral,42,5,primary,3.494744873838499,0.0009078329894691706,0.0010864156065508723,0.2485387910855934,6.245833355933428e-05
15,157.34469222727782,0.4702936831474789,0.24337804201059043,NBMF_PathIntegral,42,5,primary,3.7381229158490896,0.0008359159110113978,0.0010343793546780944,0.24138678889721632,6.0876598581671715e-05
1,174.58079300783294,0.5218113365518885,3.9291917346417904e-05,NMF_MU,42,5,supplemental,3.9291917346417904e-05,,,,
2,172.85606259029444,0.5166562225851014,3.258395008742809e-05,NMF_MU,42,5,supplemental,7.1875867433846e-05,,,,
3,171.65789597460184,0.5130749756886094,3.116705920547247e-05,NMF_MU,42,5,supplemental,0.00010304292663931847,,,,
4,170.68921650507366,0.510179651867608,3.004202153533697e-05,NMF_MU,42,5,supplemental,0.00013308494817465544,,,,
5,169.8677665777746,0.5077243881636843,3.1082890927791595e-05,NMF_MU,42,5,supplemental,0.00016416783910244703,,,,
6,169.13941492491267,0.5055473895207544,3.0374969355762005e-05,NMF_MU,42,5,supplemental,0.00019454280845820904,,,,
7,168.46672881937735,0.503536771801808,3.02919652312994e-05,NMF_MU,42,5,supplemental,0.00022483477368950844,,,,
8,167.82281568582323,0.50161215474025,2.9957969672977924e-05,NMF_MU,42,5,supplemental,0.00025479274336248636,,,,
9,167.18786744041932,0.4997143331822931,3.004097379744053e-05,NMF_MU,42,5,supplemental,0.0002848337171599269,,,,
10,166.54722485918478,0.4977994916020337,2.9666000045835972e-05,NMF_MU,42,5,supplemental,0.00031449971720576286,,,,
11,165.89033010172014,0.4958360732588075,2.9499991796910763e-05,NMF_MU,42,5,supplemental,0.0003439997090026736,,,,
12,165.210196566205,0.49380319562612895,2.9582995921373367e-05,NMF_MU,42,5,supplemental,0.000373582704924047,,,,
13,164.50315266057308,0.49168988453936974,3.0250055715441704e-05,NMF_MU,42,5,supplemental,0.0004038327606394887,,,,
14,163.76868410020813,0.4894946028331962,3.0125025659799576e-05,NMF_MU,42,5,supplemental,0.00043395778629928827,,,,
15,163.00924639209887,0.4872246898681507,2.9959017410874367e-05,NMF_MU,42,5,supplemental,0.00046391680371016264,,,,
1,171.07015770053397,0.5113182618539993,0.003626000019721687,Repo_ALS,43,5,primary,0.003626000019721687,,,,
2,148.5212365543019,0.44392091259009386,0.0034631669986993074,Repo_ALS,43,5,primary,0.007089167018420994,,,,
3,145.29409693226708,0.434275189195207,0.003611417021602392,Repo_ALS,43,5,primary,0.010700584040023386,,,,
4,144.36200890494183,0.43148923496196684,0.003564292099326849,Repo_ALS,43,5,primary,0.014264876139350235,,,,
5,144.0164426779418,0.43045635859755493,0.0036531250225380063,Repo_ALS,43,5,primary,0.017918001161888242,,,,
6,143.83186935773588,0.4299046802069994,0.0035098749212920666,Repo_ALS,43,5,primary,0.02142787608318031,,,,
7,143.7227904984508,0.4295786501531059,0.0036582080647349358,Repo_ALS,43,5,primary,0.025086084147915244,,,,
8,143.65801202253985,0.42938503124169813,0.0035830000415444374,Repo_ALS,43,5,primary,0.02866908418945968,,,,
9,143.61974063831292,0.42927064040974533,0.0033467920729890466,Repo_ALS,43,5,primary,0.03201587626244873,,,,
10,143.5970547733932,0.4292028337438995,0.0037036670837551355,Repo_ALS,43,5,primary,0.035719543346203864,,,,
11,143.58342422082612,0.4291620928540774,0.0034796249819919467,Repo_ALS,43,5,primary,0.03919916832819581,,,,
12,143.57504409958273,0.4291370451830757,0.003479457926005125,Repo_ALS,43,5,primary,0.042678626254200935,,,,
13,143.56972509651544,0.4291211470074984,0.0033649589167907834,Repo_ALS,43,5,primary,0.04604358517099172,,,,
14,143.56621021826945,0.4291106412509157,0.0033640830079093575,Repo_ALS,43,5,primary,0.049407668178901076,,,,
15,143.56377463552053,0.42910336144271,0.003529416979290545,Repo_ALS,43,5,primary,0.05293708515819162,,,,
1,173.81078158281446,0.5195098193922597,0.06061179202515632,Repo_SGD,43,5,primary,0.06061179202515632,,,,
2,170.56137417878847,0.5097975389558871,0.06310233403928578,Repo_SGD,43,5,primary,0.1237141260644421,,,,
3,169.72800570918417,0.5073066514563389,0.06156099995132536,Repo_SGD,43,5,primary,0.18527512601576746,,,,
4,168.85894375229404,0.5047090783014794,0.0608609999762848,Repo_SGD,43,5,primary,0.24613612599205226,,,,
5,167.1212043098748,0.49951508115319604,0.062340375036001205,Repo_SGD,43,5,primary,0.30847650102805346,,,,
6,163.94109123978316,0.49000991725228404,0.06173533305991441,Repo_SGD,43,5,primary,0.3702118340879679,,,,
7,159.2370137559713,0.47594971671830333,0.0608242501039058,Repo_SGD,43,5,primary,0.43103608419187367,,,,
8,154.38015871770494,0.4614328733972695,0.061110250069759786,Repo_SGD,43,5,primary,0.49214633426163346,,,,
9,150.57053770213182,0.45004614866287573,0.0605425420217216,Repo_SGD,43,5,primary,0.5526888762833551,,,,
10,147.7998049474204,0.44176459754230546,0.06374137499369681,Repo_SGD,43,5,primary,0.6164302512770519,,,,
11,145.9891432182307,0.4363526401289294,0.060313208028674126,Repo_SGD,43,5,primary,0.676743459305726,,,,
12,144.77680621277523,0.43272903880218055,0.06106595799792558,Repo_SGD,43,5,primary,0.7378094173036516,,,,
13,143.92924749772067,0.43019573752493767,0.06061054102610797,Repo_SGD,43,5,primary,0.7984199583297595,,,,
14,143.34608327014996,0.4284526952361776,0.06189450004603714,Repo_SGD,43,5,primary,0.8603144583757967,,,,
15,142.9399314790297,0.42723873231782894,0.06338604202028364,Repo_SGD,43,5,primary,0.9237005003960803,,,,
1,167.26328189678614,0.49993974239022543,0.05708016699645668,NBMF_SA,43,5,primary,0.05708016699645668,0.0008330000564455986,0.0009684487013146281,0.05515587271656841,5.474349018186331e-05
2,160.67644271928793,0.4802520820488701,0.051931208930909634,NBMF_SA,43,5,primary,0.10901137592736632,0.0008138749981299043,0.0008645822526887059,0.050154379568994045,4.962191451340914e-05
3,157.9894997824294,0.4722209735806097,0.05241408303845674,NBMF_SA,43,5,primary,0.16142545896582305,0.0008558750851079822,0.000897078076377511,0.050561921671032906,5.145510658621788e-05
4,157.0515612848566,0.46941753264882313,0.05163166602142155,NBMF_SA,43,5,primary,0.2130571249872446,0.0008256250293925405,0.0008956996025517583,0.049809365067631006,4.8831338062882423e-05
5,156.65403718196237,0.4682293573640796,0.05268970795441419,NBMF_SA,43,5,primary,0.2657468329416588,0.0008927499875426292,0.0008625716436654329,0.05082257988397032,4.912121221423149e-05
6,156.53598631276202,0.46787651052006407,0.05298895901069045,NBMF_SA,43,5,primary,0.31873579195234925,0.0008383749518543482,0.0008490008767694235,0.05116911942604929,7.682829163968563e-05
7,156.41209853214863,0.467506217504031,0.05132150009740144,NBMF_SA,43,5,primary,0.3700572920497507,0.0007933339802548289,0.0008791179861873388,0.049536826089024544,5.5702985264360905e-05
8,156.35439497230612,0.4673337450850068,0.052005167002789676,NBMF_SA,43,5,primary,0.42206245905254036,0.0008406660053879023,0.0009774905629456043,0.05007487034890801,5.632499232888222e-05
9,156.35439497230612,0.4673337450850068,0.052621916052885354,NBMF_SA,43,5,primary,0.4746843751054257,0.0014414590550586581,0.0008917495142668486,0.05017587880138308,5.2625429816544056e-05
10,156.35439497230612,0.4673337450850068,0.051660708035342395,NBMF_SA,43,5,primary,0.5263450831407681,0.0008870420278981328,0.0008548427140340209,0.04981937981210649,4.762073513120413e-05
11,156.35439497230612,0.4673337450850068,0.05118245806079358,NBMF_SA,43,5,primary,0.5775275412015617,0.0008442499674856663,0.0008910010801628232,0.049343666643835604,5.166104529052973e-05
12,156.35439497230612,0.4673337450850068,0.05096604197751731,NBMF_SA,43,5,primary,0.628493583179079,0.0008349170675501227,0.0008242041803896427,0.04921236983500421,4.7207227908074856e-05
13,156.35439497230612,0.4673337450850068,0.05333933304063976,NBMF_SA,43,5,primary,0.6818329162197188,0.0008352498989552259,0.0008136250544339418,0.051582660409621894,4.720583092421293e-05
14,156.35439497230612,0.4673337450850068,0.05443966609891504,NBMF_SA,43,5,primary,0.7362725823186338,0.0008457920048385859,0.0009362370474264026,0.05254274362232536,5.3539639338850975e-05
15,156.35439497230612,0.4673337450850068,0.05355566693469882,NBMF_SA,43,5,primary,0.7898282492533326,0.0008578749839216471,0.0008943201974034309,0.05168487201444805,5.895271897315979e-05
1,167.25638914777232,0.4999191403840514,0.2461520000360906,NBMF_PathIntegral,43,5,primary,0.2461520000360906,0.0008805000688880682,0.00108795624691993,0.2440217937109992,9.945500642061234e-05
2,160.79936821842796,0.4806194988643023,0.2459114579251036,NBMF_PathIntegral,43,5,primary,0.4920634579611942,0.0008297080639749765,0.0010083637898787856,0.24394771398510784,5.77123137190938e-05
3,157.7847896396108,0.47160910745610946,0.2436828330392018,NBMF_PathIntegral,43,5,primary,0.735746291000396,0.0008042079862207174,0.0010158399818465114,0.24173979135230184,5.741650238633156e-05
4,156.85088253664227,0.4688177161167801,0.24920237506739795,NBMF_PathIntegral,43,5,primary,0.984948666067794,0.0008595830295234919,0.0010721997823566198,0.24713741173036397,6.108777597546577e-05
5,156.5179353400224,0.4678225572641014,0.24532424996141344,NBMF_PathIntegral,43,5,primary,1.2302729160292074,0.0008605420589447021,0.0010759530123323202,0.24326804222073406,5.908263847231865e-05
6,156.3171901448513,0.4672225421261595,0.24689995893277228,NBMF_PathIntegral,43,5,primary,1.4771728749619797,0.0008346670074388385,0.0010547975543886423,0.2448902006726712,5.853804759681225e-05
7,156.3171901448513,0.4672225421261595,0.24499666702467948,NBMF_PathIntegral,43,5,primary,1.7221695419866592,0.0008481249678879976,0.0010457070311531425,0.24296982737723738,5.762104410678148e-05
8,156.3171901448513,0.4672225421261595,0.2434154999209568,NBMF_PathIntegral,43,5,primary,1.965585041907616,0.0008500000694766641,0.001015497837215662,0.24141933501232415,5.449855234473944e-05
9,156.3171901448513,0.4672225421261595,0.24394879199098796,NBMF_PathIntegral,43,5,primary,2.209533833898604,0.0009732499020174146,0.0010030397679656744,0.24185015575494617,5.420530214905739e-05
10,156.3171901448513,0.4672225421261595,0.24767220800276846,NBMF_PathIntegral,43,5,primary,2.4572060419013724,0.0008344999514520168,0.000993374502286315,0.24568266433198005,9.870890062302351e-05
11,156.3171901448513,0.4672225421261595,0.24230862502008677,NBMF_PathIntegral,43,5,primary,2.699514666921459,0.0008415839402005076,0.0009642943041399121,0.24039308400824666,5.1621231250464916e-05
12,156.3171901448513,0.4672225421261595,0.2438410420436412,NBMF_PathIntegral,43,5,primary,2.9433557089651003,0.0008249579695984721,0.000983414938673377,0.24190491461195052,5.599705036729574e-05
13,156.3171901448513,0.4672225421261595,0.2441548330243677,NBMF_PathIntegral,43,5,primary,3.187510541989468,0.0008384999819099903,0.0010122040985152125,0.24218366388231516,5.4545700550079346e-05
14,156.3171901448513,0.4672225421261595,0.247762041981332,NBMF_PathIntegral,43,5,primary,3.4352725839708,0.0008081250125542283,0.001062877825461328,0.24575878703035414,5.995691753923893e-05
15,156.3171901448513,0.4672225421261595,0.24561949993949383,NBMF_PathIntegral,43,5,primary,3.680892083910294,0.000904416898265481,0.0009627403924241662,0.24363757914397866,5.138095002621412e-05
1,173.97010242896522,0.5199860196788902,4.012498538941145e-05,NMF_MU,43,5,supplemental,4.012498538941145e-05,,,,
2,172.586715630496,0.5158511609590936,3.7624966353178024e-05,NMF_MU,43,5,supplemental,7.774995174258947e-05,,,,
3,171.58645223013215,0.5128614346962258,3.095902502536774e-05,NMF_MU,43,5,supplemental,0.00010870897676795721,,,,
4,170.7611521355501,0.5103946630772486,3.0458089895546436e-05,NMF_MU,43,5,supplemental,0.00013916706666350365,,,,
5,170.0517593318604,0.5082743312775356,2.9708025977015495e-05,NMF_MU,43,5,supplemental,0.00016887509264051914,,,,
6,169.41759386317307,0.5063788493914158,2.9999995604157448e-05,NMF_MU,43,5,supplemental,0.0001988750882446766,,,,
7,168.8292312457772,0.5046202694326987,3.0082999728620052e-05,NMF_MU,43,5,supplemental,0.00022895808797329664,,,,
8,168.26436785512877,0.5029319272286954,3.7917052395641804e-05,NMF_MU,43,5,supplemental,0.00026687514036893845,,,,
9,167.70539878300562,0.5012612027830649,3.0166935175657272e-05,NMF_MU,43,5,supplemental,0.0002970420755445957,,,,
10,167.13804754756057,0.4995654245627846,3.108300734311342e-05,NMF_MU,43,5,supplemental,0.00032812508288770914,,,,
11,166.55068819877567,0.4978098433127215,3.316602669656277e-05,NMF_MU,43,5,supplemental,0.0003612911095842719,,,,
12,165.93414895205152,0.4959670451284138,3.1542032957077026e-05,NMF_MU,43,5,supplemental,0.00039283314254134893,,,,
13,165.28184600365503,0.4940173514222784,2.920802216976881e-05,NMF_MU,43,5,supplemental,0.00042204116471111774,,,,
14,164.59010226148746,0.4919497715904255,2.9957969672977924e-05,NMF_MU,43,5,supplemental,0.00045199913438409567,,,,
15,163.8584873518839,0.4897630192722344,3.0082999728620052e-05,NMF_MU,43,5,supplemental,0.0004820821341127157,,,,
1,186.8558433193018,0.5585007128510433,0.00334679102525115,Repo_ALS,44,5,primary,0.00334679102525115,,,,
2,148.27876353617037,0.443196175535753,0.00392179109621793,Repo_ALS,44,5,primary,0.0072685821214690804,,,,
3,144.89609719681872,0.43308559227378457,0.0033427500165998936,Repo_ALS,44,5,primary,0.010611332138068974,,,,
4,144.0754742388811,0.43063280033081647,0.003337083966471255,Repo_ALS,44,5,primary,0.013948416104540229,,,,
5,143.83048394195765,0.4299005392837829,0.003889207961037755,Repo_ALS,44,5,primary,0.017837624065577984,,,,
6,143.73753416234845,0.4296227180647677,0.0033013749634847045,Repo_ALS,44,5,primary,0.02113899902906269,,,,
7,143.69676060171173,0.4295008483802207,0.003825874999165535,Repo_ALS,44,5,primary,0.024964874028228223,,,,
8,143.67731186019867,0.42944271727869265,0.003327749902382493,Repo_ALS,44,5,primary,0.028292623930610716,,,,
9,143.66733887196284,0.42941290862545484,0.0038430410204455256,Repo_ALS,44,5,primary,0.03213566495105624,,,,
10,143.66173283220166,0.42939615251471586,0.0033599999733269215,Repo_ALS,44,5,primary,0.03549566492438316,,,,
11,143.65816805871947,0.42938549762431694,0.0032781660556793213,Repo_ALS,44,5,primary,0.038773830980062485,,,,
12,143.65555635632734,0.42937769140524534,0.003883875091560185,Repo_ALS,44,5,primary,0.04265770607162267,,,,
13,143.65338004258956,0.42937118653629214,0.0032908329740166664,Repo_ALS,44,5,primary,0.045948539045639336,,,,
14,143.6513899539376,0.4293652382827561,0.00389241601806134,Repo_ALS,44,5,primary,0.049840955063700676,,,,
15,143.6494652039245,0.4293594853224243,0.003309749998152256,Repo_ALS,44,5,primary,0.05315070506185293,,,,
1,173.6230624034571,0.5189487382206759,0.06294737500138581,Repo_SGD,44,5,primary,0.06294737500138581,,,,
2,170.5446965063191,0.5097476904106268,0.0626751659438014,Repo_SGD,44,5,primary,0.1256225409451872,,,,
3,169.8459972364079,0.5076593209308077,0.06286795798223466,Repo_SGD,44,5,primary,0.18849049892742187,,,,
4,169.09593940866634,0.5054174438557765,0.06110737507697195,Repo_SGD,44,5,primary,0.24959787400439382,,,,
5,167.67783981568067,0.5011788307115096,0.06060429208446294,Repo_SGD,44,5,primary,0.31020216608885676,,,,
6,164.98758596798402,0.4931378261328016,0.06122391694225371,Repo_SGD,44,5,primary,0.37142608303111047,,,,
7,160.87270790924498,0.48083870672461837,0.061334499972872436,Repo_SGD,44,5,primary,0.4327605830039829,,,,
8,155.98545590095972,0.46623100871516543,0.060539625003002584,Repo_SGD,44,5,primary,0.4933002080069855,,,,
9,151.51653236761777,0.4528736689889292,0.06261516700033098,Repo_SGD,44,5,primary,0.5559153750073165,,,,
10,148.01839581236496,0.44241795229817277,0.06237804202828556,Repo_SGD,44,5,primary,0.618293417035602,,,,
11,145.64968617993677,0.43533802375674824,0.06083095807116479,Repo_SGD,44,5,primary,0.6791243751067668,,,,
12,144.05070557526363,0.43055876830676526,0.06149262492544949,Repo_SGD,44,5,primary,0.7406170000322163,,,,
13,142.90105044954595,0.427122519293407,0.060412875027395785,Repo_SGD,44,5,primary,0.8010298750596121,,,,
14,142.0165018435931,0.42447865748956776,0.06634795793797821,Repo_SGD,44,5,primary,0.8673778329975903,,,,
15,141.38656597113868,0.42259581760847803,0.06673858396243304,Repo_SGD,44,5,primary,0.9341164169600233,,,,
1,167.78915987713776,0.5015115595819263,0.0588185420492664,NBMF_SA,44,5,primary,0.0588185420492664,0.001335207954980433,0.0010077449260279536,0.05635450500994921,5.816307384520769e-05
2,159.98800365593613,0.4781943797003304,0.0517291669966653,NBMF_SA,44,5,primary,0.1105477090459317,0.0008199160220101476,0.0009456195402890444,0.0498586226021871,5.533290095627308e-05
3,157.6562957262881,0.4712250469904963,0.05061045789625496,NBMF_SA,44,5,primary,0.16115816694218665,0.0009365000296384096,0.0008170827059075236,0.04876128141768277,4.6914094127714634e-05
4,157.35965880614847,0.4703384173383916,0.05128091701772064,NBMF_SA,44,5,primary,0.2124390839599073,0.0009432081133127213,0.0008922958513721824,0.04933682968840003,4.791305400431156e-05
5,157.22427500436208,0.46993376341661414,0.051446291035972536,NBMF_SA,44,5,primary,0.26388537499587983,0.0008600839646533132,0.000851378426887095,0.04963991662953049,4.732771776616573e-05
6,157.08377374121346,0.4695138137151168,0.051798666012473404,NBMF_SA,44,5,primary,0.31568404100835323,0.0008366670226678252,0.0008376630721613765,0.05001920706126839,4.766171332448721e-05
7,156.92551821453387,0.4690407976033748,0.05226862500421703,NBMF_SA,44,5,primary,0.36795266601257026,0.0007990000303834677,0.00090666429605335,0.05045366659760475,5.220412276685238e-05
8,156.92551821453387,0.4690407976033748,0.050992708071134984,NBMF_SA,44,5,primary,0.41894537408370525,0.00084687490016222,0.0009020905708894134,0.04913683235645294,4.7042849473655224e-05
9,156.92551821453387,0.4690407976033748,0.051417000009678304,NBMF_SA,44,5,primary,0.47036237409338355,0.0008464999264106154,0.0008557051187381148,0.04960879287682474,4.861236084252596e-05
10,156.92551821453387,0.4690407976033748,0.05204287497326732,NBMF_SA,44,5,primary,0.5224052490666509,0.0008819159120321274,0.0008827451383695006,0.05016007868107408,6.938038859516382e-05
11,156.92551821453387,0.4690407976033748,0.05270487500820309,NBMF_SA,44,5,primary,0.575110124074854,0.0008196249837055802,0.0008674151031300426,0.05091445508878678,4.920223727822304e-05
12,156.92551821453387,0.4690407976033748,0.05395758408121765,NBMF_SA,44,5,primary,0.6290677081560716,0.0011446670396253467,0.0009130827384069562,0.0517910000635311,4.9496302381157875e-05
13,156.92551821453387,0.4690407976033748,0.05253649991936982,NBMF_SA,44,5,primary,0.6816042080754414,0.0008688749512657523,0.0008169163484126329,0.050748744048178196,4.5127118937671185e-05
14,156.92551821453387,0.4690407976033748,0.05231266701593995,NBMF_SA,44,5,primary,0.7339168750913814,0.0008137499680742621,0.0008870009332895279,0.05050265847239643,5.104381125420332e-05
