shot_count,kernel_mean,kernel_std,noise_level
perfect,0.1044037938117981,0.18300963938236237,0.0
4096,0.1044018566608429,0.18301986157894135,3.0578952475444425
2048,0.10440439730882645,0.18303966522216797,4.328993743720137
1024,0.10439147800207138,0.18305054306983948,6.137411855276579
256,0.10438813269138336,0.18321074545383453,12.256582186158909
64,0.10440661758184433,0.18386846780776978,24.488612280720925
