sparsity_drop,hr10_hybrid_mean,hr10_classical_mean,ndcg10_hybrid_mean,ndcg10_classical_mean
0.0,0.0333333333333333,0.0222222222222222,0.019013910136600764,0.0082809473116963
0.8,0.038888888888888834,0.022222222222222168,0.017159587417101132,0.011791100886951199
0.9,0.038888888888888834,0.033333333333333263,0.0203889685908384,0.018899749414763266
0.95,0.022222222222222168,0.016666666666666632,0.015652940918377368,0.009386336224674165
