sparsity_drop,hr@10,ndcg@10,precision@10,mrr@10,map@10,novelty,route_classical_active,route_quantum_sparse,route_content_cold,route_pct_classical_active,route_pct_quantum_sparse,route_pct_content_cold
0.0,0.0,0.0,0.0,0.0,0.0,0.8983272354599184,0,0,0,0.0,0.0,0.0
0.2,0.0033333333333333335,0.0011873572903600739,0.0003333333333333334,0.0005555555555555556,0.0005555555555555556,0.8983081732001181,0,0,0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.8983081732001181,0,0,0,0.0,0.0,0.0
0.6,0.0033333333333333335,0.002103099178571525,0.0003333333333333334,0.0016666666666666668,0.0016666666666666668,0.8982958237253552,0,0,0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0,0.8982649244171307,0,0,0,0.0,0.0,0.0
0.9,0.0033333333333333335,0.0011873572903600739,0.0003333333333333334,0.0005555555555555556,0.0005555555555555556,0.8982963361516939,0,0,0,0.0,0.0,0.0
0.95,0.01,0.006547543623015969,0.0010000000000000002,0.005476190476190476,0.005476190476190476,0.8979427619779815,0,0,0,0.0,0.0,0.0
