seed,sample_users,n_qubits,best_kernel,best_mode,best_k,silhouette,davies_bouldin,inertia,plain_best_sil,ent_best_sil,delta_ent_minus_plain,noisy_corr,noisy_mae
42,320,6,trainable_fusion+ensemble,HDBSCAN_tuned,35,0.18880559295836044,,,,,,0.26909943226702954,0.3126081137037732
