dataset,variant,rmse_hybrid_mean,hr10_hybrid_mean,rmse_classical_mean,hr10_classical_mean,hr10_delta_vs_classical,rmse_delta_vs_classical
amazon,full,0.7641905778325565,0.013888888888888888,0.6366949933346568,0.09500000000000001,-0.08111111111111113,0.12749558449789966
amazon,without_dwave,0.7641905778325565,0.013888888888888888,0.6366949933346568,0.09500000000000001,-0.08111111111111113,0.12749558449789966
amazon,without_mmr,0.7641905778325565,0.12166666666666666,0.6366949933346568,0.09500000000000001,0.026666666666666644,0.12749558449789966
amazon,without_novelty,0.7641905778325565,0.0,0.6366949933346568,0.09500000000000001,-0.09500000000000001,0.12749558449789966
amazon,without_shrinkage,0.6366949933346568,0.10833333333333334,0.6366949933346568,0.09500000000000001,0.013333333333333322,0.0
