sparsity_drop,hr_hybrid_mean,hr_hybrid_sem,hr_classical_mean,hr_classical_sem,ndcg_hybrid_mean,ndcg_hybrid_sem,ndcg_classical_mean,ndcg_classical_sem,n_pairs,p_value_hr,p_value_ndcg
0.0,0.0333333333333333,0.0,0.0222222222222222,0.014698618394803286,0.019013910136600764,0.007184888609478267,0.0082809473116963,0.004765956594756459,3,0.5285954792089689,0.1289399609785056
0.8,0.038888888888888834,0.014698618394803279,0.022222222222222168,0.005555555555555567,0.017159587417101132,0.008903067289006819,0.011791100886951199,0.0053133810913280404,3,0.42264973081037427,0.6740043565424878
0.9,0.038888888888888834,0.022222222222222233,0.033333333333333263,0.016666666666666666,0.0203889685908384,0.014540378370851604,0.018899749414763266,0.008205129214822585,3,0.42264973081037427,0.8603174408955993
0.95,0.022222222222222168,0.005555555555555567,0.016666666666666632,0.009622504486493754,0.015652940918377368,0.008842710302532945,0.009386336224674165,0.006642824081922466,3,0.42264973081037427,0.15899808031320695
