method,k,silhouette_overall,davies_bouldin,min_cluster_sil,max_cluster_sil,cluster_size_std,target_achieved,gamma,poly_power
hdbscan_fused_critical,24,0.07452794688175417,26.67927990144243,-0.008471571440302255,0.8003983197475739,20.015965849513453,False,2.0,2
