metric,n_pairs,hybrid_mean,classical_mean,mean_delta,ci_low_95,ci_high_95,t_statistic,p_value_paired_ttest,cohens_d
HR@10,12,0.03333333333333328,0.023611111111111065,0.009722222222222215,-8.673617379884035e-18,0.019444444444444445,1.8647839968314575,0.08909357750487168,0.5383164732112229
NDCG@10,12,0.018053851765729417,0.012089533459521233,0.005964318306208183,0.00041535376924718524,0.011703020358479772,1.865183137762886,0.08903369710640155,0.5384315072657823
