shot_count,kernel_mean,kernel_std,noise_level
perfect,0.09582312405109406,0.1730433702468872,0.0
4096,0.09582175314426422,0.17305250465869904,2.9729603800759246
2048,0.09581918269395828,0.17305971682071686,4.208244402780851
1024,0.09582957625389099,0.17310599982738495,5.959925928024529
256,0.09581273794174194,0.17324310541152954,11.91082087644628
64,0.09581674635410309,0.1739225536584854,23.80253738165814
