sparsity_drop,hr@10_hybrid,ndcg@10_hybrid,precision@10_hybrid,mrr@10_hybrid,map@10_hybrid,novelty_hybrid,category_coverage_at10,hr@10_classical,ndcg@10_classical,precision@10_classical,mrr@10_classical,map@10_classical,novelty_classical,hr@10_improvement_pct,ndcg@10_improvement_pct,precision@10_improvement_pct,mrr@10_improvement_pct,map@10_improvement_pct,novelty_improvement_pct,p_value_hr10,p_value_ndcg10
0.0,0.006666666666666667,0.00420619835714305,0.0006666666666666668,0.0033333333333333335,0.0033333333333333335,0.979491424417444,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.9813536638946808,,,,,,-0.18976231971725793,,
0.2,0.0033333333333333335,0.002103099178571525,0.0003333333333333334,0.0016666666666666668,0.0016666666666666668,0.9794885166279232,,0.0,0.0,0.0,0.0,0.0,0.9813536638946808,,,,,,-0.1900586236520884,,
0.4,0.0033333333333333335,0.002103099178571525,0.0003333333333333334,0.0016666666666666668,0.0016666666666666668,0.9794884207667302,,0.0,0.0,0.0,0.0,0.0,0.9813549979629499,,,,,,-0.19020407498757283,,
0.6,0.0,0.0,0.0,0.0,0.0,0.9794932298032454,,0.0033333333333333335,0.0014355885269113102,0.0003333333333333334,0.0008333333333333334,0.0008333333333333334,0.9813549979629499,-100.0,-100.00000000000001,-100.0,-100.0,-100.0,-0.18971403453073385,,
0.8,0.0,0.0,0.0,0.0,0.0,0.9794917998737833,,0.0,0.0,0.0,0.0,0.0,0.9813549979629499,,,,,,-0.1898597442346665,0.42264973081037427,0.42264973081037427
0.9,0.01,0.005257747946428813,0.0010000000000000002,0.00375,0.00375,0.9794728273460032,,0.0,0.0,0.0,0.0,0.0,0.9813549979629499,,,,,,-0.1917930433791699,0.42264973081037427,0.42264973081037427
0.95,0.0033333333333333335,0.002103099178571525,0.0003333333333333334,0.0016666666666666668,0.0016666666666666668,0.979467866529266,,0.0,0.0,0.0,0.0,0.0,0.9813549979629499,,,,,,-0.19229855022913483,,
