metric,n_pairs,hybrid_mean,classical_mean,mean_delta,ci_low_95,ci_high_95,t_statistic,p_value_paired_ttest,cohens_d
HR@10,12,0.0027777777777777666,0.0,0.0027777777777777666,0.0,0.006944444444444417,1.4832396974191326,0.16608681351829557,0.42817375928985496
NDCG@10,12,0.0027777777777777666,0.0,0.0027777777777777666,0.0,0.006944444444444417,1.4832396974191326,0.16608681351829557,0.42817375928985496
