method,k,silhouette_overall,davies_bouldin,min_cluster_sil,max_cluster_sil,cluster_size_std,target_achieved,gamma,poly_power
spectral_only,12,0.08019901147505283,3.8731136586905675,0.004306810753953222,0.24532724268016096,26.392338955756756,False,2.0,2
