model,rmse,mae,hr@10,ndcg@10,precision@10,k_clusters
item_cf_cosine,1.1071517356223841,0.6204281805455685,0.3975,0.24113134379294535,0.03975,16
content_based_cosine,1.099499449070512,0.6327587414869882,0.0675,0.036454962935100775,0.006750000000000001,16
