sparsity_level,retained_fraction,rmse_classical,rmse_hybrid,hr10_classical,hr10_hybrid,rmse_delta_hybrid_minus_classical,hr10_delta_hybrid_minus_classical,rmse_growth_vs_80_classical_pct,rmse_growth_vs_80_hybrid_pct,hr_retention_vs_80_classical_pct,hr_retention_vs_80_hybrid_pct
0.8,0.19999999999999996,0.8876358220014007,0.8876358220014007,0.32,0.32,0.0,0.0,0.0,0.0,99.9999968750001,99.9999968750001
0.9,0.09999999999999998,0.519398046581735,0.519398046581735,0.24,0.24,0.0,0.0,-41.4852310084621,-41.4852310084621,74.99999765625007,74.99999765625007
0.95,0.050000000000000044,0.6398865404710682,0.6398865404710682,0.32,0.32,0.0,0.0,-27.91114019943502,-27.91114019943502,99.9999968750001,99.9999968750001
0.99,0.010000000000000009,0.7003403018695815,0.7003403018695815,0.28,0.28,0.0,0.0,-21.10049114505819,-21.10049114505819,87.4999972656251,87.4999972656251
