k,inertia,silhouette
16,6841093.0,0.20509962737560272
24,7335279.0,-0.025667870417237282
32,6288928.5,0.0413837693631649
40,5525703.0,0.025679485872387886
48,7351058.0,-0.1279546320438385
64,4353483.5,0.09231264144182205
