seed,sample_users,n_qubits,best_kernel,best_mode,best_k,silhouette,davies_bouldin,inertia,plain_best_sil,ent_best_sil,delta_ent_minus_plain,noisy_corr,noisy_mae
42,320,6,trainable_fusion+ensemble,HDBSCAN_tuned,22,0.12702992886989117,,,,,,0.3538267237811727,0.30938618796085116
