sparsity_drop,metric,n_pairs,hybrid_mean,classical_mean,mean_delta,p_value_paired_ttest
0.0,hr@10,3,0.0,0.0,0.0,
0.0,ndcg@10,3,0.0,0.0,0.0,
0.8,hr@10,3,0.005555555555555533,0.0,0.005555555555555533,0.42264973081037427
0.8,ndcg@10,3,0.005555555555555533,0.0,0.005555555555555533,0.42264973081037427
0.9,hr@10,3,0.005555555555555533,0.0,0.005555555555555533,0.42264973081037427
0.9,ndcg@10,3,0.005555555555555533,0.0,0.005555555555555533,0.42264973081037427
0.95,hr@10,3,0.0,0.0,0.0,
0.95,ndcg@10,3,0.0,0.0,0.0,
