method,rank,seed,total_runtime,nnls_time,qubo_build_time,annealing_time,postprocess_time,num_qubo_solves,avg_qubo_solve_time
NBMF_SA,5,42,0.382965249940753,0.005387292127124965,0.005900865653529763,0.36976632743608207,0.00037381076253950596,750,0.0004930217699147761
NBMF_PathIntegral,5,42,1.7717780420789495,0.005041874363087118,0.0059773309621959925,1.7598975227447227,0.0003671665908768773,750,0.002346530030326297
NBMF_SA,5,43,0.36953245801851153,0.0049483730690553784,0.005815562908537686,0.3579818872967735,0.0003594931913539767,750,0.00047730918306236467
NBMF_PathIntegral,5,43,1.7953636249294505,0.0050657931715250015,0.00666728348005563,1.7825924583012238,0.00044168950989842415,750,0.002376789944401632
NBMF_SA,5,44,0.3551158750196919,0.004858455969952047,0.0055265785194933414,0.3440027447650209,0.00033727451227605343,750,0.0004586703263533612
NBMF_PathIntegral,5,44,1.7752670000772923,0.005031625390984118,0.006436820141971111,1.7628666009986773,0.0003922178875654936,750,0.0023504888013315696
