iteration,error,relative_error,iter_time,nnls_time,qubo_build_time,annealing_time,postprocess_time,cumulative_time,method,data_source,matrix_size,rank,seed
13,2.0383465890949934e-15,1.316655174361487e-16,0.006945625000298605,0.0001094170002033934,0.00010045799899671692,0.006711082999117934,1.0373001714469865e-05,0.08935999799996353,NBMF_SA,synthetic,20x20,2,42
14,2.0383465890949934e-15,1.316655174361487e-16,0.006940250000297965,9.933399996953085e-05,8.678900076120044e-05,0.0067285000004631,1.0460000339662656e-05,0.09630024800026149,NBMF_SA,synthetic,20x20,2,42
15,2.0383465890949934e-15,1.316655174361487e-16,0.00700608299985106,9.920799993778928e-05,8.008499935385771e-05,0.006803374000355689,9.585999578121118e-06,0.10330633100011255,NBMF_SA,synthetic,20x20,2,42
1,2.0383465890949934e-15,1.316655174361487e-16,0.01407554200022787,9.841700011747889e-05,7.799999957569526e-05,0.013873372000944073,9.709999176266138e-06,0.01407554200022787,NBMF_PathIntegral,synthetic,20x20,2,42
2,2.0383465890949934e-15,1.316655174361487e-16,0.014418500000374479,0.00010045799990621163,9.679399954620749e-05,0.014195542001289141,1.078999866876984e-05,0.02849404200060235,NBMF_PathIntegral,synthetic,20x20,2,42
3,2.0383465890949934e-15,1.316655174361487e-16,0.014621291999901587,9.308400012741913e-05,9.341799886897206e-05,0.014408958999865717,1.1167999673489248e-05,0.043115334000503935,NBMF_PathIntegral,synthetic,20x20,2,42
4,2.0383465890949934e-15,1.316655174361487e-16,0.014414582999961567,9.854199970504851e-05,9.395800179845537e-05,0.014193830000294838,1.0791998647619039e-05,0.0575299170004655,NBMF_PathIntegral,synthetic,20x20,2,42
5,2.0383465890949934e-15,1.316655174361487e-16,0.014563541000370606,0.00010425000027680653,9.254100086764083e-05,0.0143407880009363,1.1291997907392215e-05,0.07209345800083611,NBMF_PathIntegral,synthetic,20x20,2,42
6,2.0383465890949934e-15,1.316655174361487e-16,0.014615417000186426,9.783399991647457e-05,0.00012021100019410369,0.014364956998633716,1.708000081634964e-05,0.08670887500102253,NBMF_PathIntegral,synthetic,20x20,2,42
7,2.0383465890949934e-15,1.316655174361487e-16,0.01433808299998418,9.966700008590124e-05,8.929100022214698e-05,0.014122457999292237,1.0833000487764366e-05,0.10104695800100671,NBMF_PathIntegral,synthetic,20x20,2,42
8,2.0383465890949934e-15,1.316655174361487e-16,0.01445229199998721,9.766599987415248e-05,8.612400051788427e-05,0.014243249998344254,1.0538000424276106e-05,0.11549925000099392,NBMF_PathIntegral,synthetic,20x20,2,42
9,2.0383465890949934e-15,1.316655174361487e-16,0.01396987500038449,0.00010191699993811199,7.97080001575523e-05,0.013765960000910127,9.336000402981881e-06,0.12946912500137842,NBMF_PathIntegral,synthetic,20x20,2,42
10,2.0383465890949934e-15,1.316655174361487e-16,0.013645083000028535,9.916699991663336e-05,7.558200150015182e-05,0.0134484560007877,9.041998055181466e-06,0.14311420800140695,NBMF_PathIntegral,synthetic,20x20,2,42
11,2.0383465890949934e-15,1.316655174361487e-16,0.01440024999965317,9.779199990589404e-05,8.191400092982803e-05,0.014197082000009686,9.706998753244989e-06,0.15751445800106012,NBMF_PathIntegral,synthetic,20x20,2,42
12,2.0383465890949934e-15,1.316655174361487e-16,0.013769708999916475,9.687500005384209e-05,7.48340003156045e-05,0.01357583500112014,8.914998488762649e-06,0.1712841670009766,NBMF_PathIntegral,synthetic,20x20,2,42
13,2.0383465890949934e-15,1.316655174361487e-16,0.014231207999728213,0.00010054199992737267,8.32090017865994e-05,0.014020745999914652,1.0375001238571713e-05,0.1855153750007048,NBMF_PathIntegral,synthetic,20x20,2,42
14,2.0383465890949934e-15,1.316655174361487e-16,0.014797749999615917,9.637500033932156e-05,9.225300073012477e-05,0.014583418000256643,1.12460006675974e-05,0.20031312500032072,NBMF_PathIntegral,synthetic,20x20,2,42
15,2.0383465890949934e-15,1.316655174361487e-16,0.01421954099987488,9.337499977846164e-05,9.054099973582197e-05,0.014009790999807592,1.1166999684064649e-05,0.2145326660001956,NBMF_PathIntegral,synthetic,20x20,2,42
1,2.0383465890949934e-15,1.316655174361487e-16,0.002186124999752792,0.00015183400000751135,7.595500119350618e-05,0.0019367499999134452,8.623999747214839e-06,0.002186124999752792,NBMF_Exact,synthetic,20x20,2,42
2,2.0383465890949934e-15,1.316655174361487e-16,0.001503958999819588,9.012500004246249e-05,6.645700023000245e-05,0.0013294150003275718,7.579999419249361e-06,0.00369008399957238,NBMF_Exact,synthetic,20x20,2,42
3,2.0383465890949934e-15,1.316655174361487e-16,0.0016091659999801777,8.762499965087045e-05,7.02470001670008e-05,0.001429788998393633,8.708001132617937e-06,0.005299249999552558,NBMF_Exact,synthetic,20x20,2,42
4,2.0383465890949934e-15,1.316655174361487e-16,0.0019403750002311426,0.00010075000000142609,7.112499906725134e-05,0.001745664999816654,8.585001069150167e-06,0.0072396249997837,NBMF_Exact,synthetic,20x20,2,42
5,2.0383465890949934e-15,1.316655174361487e-16,0.0015793339998708689,0.00010420800026622601,6.845600000815466e-05,0.0013874170003873587,7.998999990377342e-06,0.00881895899965457,NBMF_Exact,synthetic,20x20,2,42
6,2.0383465890949934e-15,1.316655174361487e-16,0.0015708750001977023,9.458400018047541e-05,6.841300046289689e-05,0.001389335000567371,7.959999038575916e-06,0.010389833999852272,NBMF_Exact,synthetic,20x20,2,42
7,2.0383465890949934e-15,1.316655174361487e-16,0.0016377500000999134,9.36669998736761e-05,6.958200037843199e-05,0.0014546259999406175,7.665000339329708e-06,0.012027583999952185,NBMF_Exact,synthetic,20x20,2,42
8,2.0383465890949934e-15,1.316655174361487e-16,0.0017943749999176362,9.216700027536717e-05,6.649799979641102e-05,0.001617622999674495,7.665999419259606e-06,0.013821958999869821,NBMF_Exact,synthetic,20x20,2,42
9,2.0383465890949934e-15,1.316655174361487e-16,0.0014382500003193854,8.699999989403295e-05,6.279099943640176e-05,0.0012712479997389892,7.540001206507441e-06,0.015260209000189207,NBMF_Exact,synthetic,20x20,2,42
10,2.0383465890949934e-15,1.316655174361487e-16,0.0015308340002775367,8.650000017951243e-05,6.779000023016124e-05,0.0013586259997282468,7.495999852835666e-06,0.016791043000466743,NBMF_Exact,synthetic,20x20,2,42
11,2.0383465890949934e-15,1.316655174361487e-16,0.0017836249999163556,9.304200011683861e-05,6.828899950050982e-05,0.0016039120005189034,7.833999006834347e-06,0.0185746680003831,NBMF_Exact,synthetic,20x20,2,42
12,2.0383465890949934e-15,1.316655174361487e-16,0.0015366249999715365,9.429100009583635e-05,6.787599841118208e-05,0.0013560820007114671,7.750001259410055e-06,0.020111293000354635,NBMF_Exact,synthetic,20x20,2,42
13,2.0383465890949934e-15,1.316655174361487e-16,0.0020077079998372938,9.254199994757073e-05,8.516399930158514e-05,0.0018062929998450272,9.791000593395438e-06,0.02211900100019193,NBMF_Exact,synthetic,20x20,2,42
14,2.0383465890949934e-15,1.316655174361487e-16,0.0015041249998830608,9.550000004310277e-05,6.679099897155538e-05,0.0013228739994701755,7.78900130171678e-06,0.02362312600007499,NBMF_Exact,synthetic,20x20,2,42
15,2.0383465890949934e-15,1.316655174361487e-16,0.0017000409998217947,8.795899975666543e-05,6.408099807231338e-05,0.0015306670002246392,7.207000180642353e-06,0.025323166999896785,NBMF_Exact,synthetic,20x20,2,42
1,8.177314743255232e-14,5.282077065152002e-15,0.0006528750000143191,,,,,0.0006528750000143191,Repo_ALS,synthetic,20x20,2,42
2,4.3560294100286394e-14,2.8137455588117045e-15,0.0003633749997788982,,,,,0.0010162499997932173,Repo_ALS,synthetic,20x20,2,42
3,1.299420996449981e-13,8.393515547370409e-15,0.00034374999995634425,,,,,0.0013599999997495615,Repo_ALS,synthetic,20x20,2,42
4,1.3958919333736835e-13,9.01666255757778e-15,0.0003455000000940345,,,,,0.001705499999843596,Repo_ALS,synthetic,20x20,2,42
5,1.8773619920103367e-13,1.2126683431336725e-14,0.00034929200000988203,,,,,0.002054791999853478,Repo_ALS,synthetic,20x20,2,42
6,1.8303904735498362e-13,1.1823274319463888e-14,0.0003387500000826549,,,,,0.002393541999936133,Repo_ALS,synthetic,20x20,2,42
7,1.7573872205264343e-13,1.1351715108911969e-14,0.0003407919998608122,,,,,0.002734333999796945,Repo_ALS,synthetic,20x20,2,42
8,2.4045779435798715e-13,1.553219657789216e-14,0.0003896250000252621,,,,,0.0031239589998222073,Repo_ALS,synthetic,20x20,2,42
9,3.425333300790656e-14,2.2125691668565152e-15,0.00036920799993822584,,,,,0.003493166999760433,Repo_ALS,synthetic,20x20,2,42
10,3.1750861646463405e-13,2.0509238468524002e-14,0.0003598749999582651,,,,,0.003853041999718698,Repo_ALS,synthetic,20x20,2,42
11,2.4418786350647213e-13,1.5773137685324702e-14,0.00035741700003200094,,,,,0.004210458999750699,Repo_ALS,synthetic,20x20,2,42
12,1.8325876924728841e-13,1.1837467095509498e-14,0.0003569999998944695,,,,,0.004567458999645169,Repo_ALS,synthetic,20x20,2,42
13,1.751395284644845e-13,1.1313010634289526e-14,0.00035670799979925505,,,,,0.004924166999444424,Repo_ALS,synthetic,20x20,2,42
14,5.137504610864697e-14,3.3185337888019802e-15,0.00035508300015862915,,,,,0.005279249999603053,Repo_ALS,synthetic,20x20,2,42
15,3.0251605501370254e-13,1.9540804850958213e-14,0.00039974999981495785,,,,,0.005678999999418011,Repo_ALS,synthetic,20x20,2,42
1,7.47326447969485,0.48273009110442155,0.0027816249998977582,,,,,0.0027816249998977582,Repo_SGD,synthetic,20x20,2,42
2,6.4753337053951245,0.41826947755294147,0.0025957500001823064,,,,,0.005377375000080065,Repo_SGD,synthetic,20x20,2,42
3,5.7107656099463915,0.3688827567464846,0.0028761250000570726,,,,,0.008253500000137137,Repo_SGD,synthetic,20x20,2,42
4,5.1381087115832775,0.3318924003273459,0.0025972499997806153,,,,,0.010850749999917753,Repo_SGD,synthetic,20x20,2,42
5,4.719419934316983,0.3048475028607424,0.002578832999915903,,,,,0.013429582999833656,Repo_SGD,synthetic,20x20,2,42
6,4.417029759734436,0.2853148291648055,0.0025362919996041455,,,,,0.0159658749994378,Repo_SGD,synthetic,20x20,2,42
7,4.204357216605318,0.2715774007091328,0.0025716250002005836,,,,,0.018537499999638385,Repo_SGD,synthetic,20x20,2,42
8,4.054876287164877,0.26192178864251636,0.0025722919999680016,,,,,0.021109791999606387,Repo_SGD,synthetic,20x20,2,42
9,3.9513002674711175,0.2552313708794556,0.0025022500003615278,,,,,0.023612041999967914,Repo_SGD,synthetic,20x20,2,42
10,3.881430520966589,0.25071818535160295,0.0025296670000898303,,,,,0.026141709000057745,Repo_SGD,synthetic,20x20,2,42
11,3.8325640264320375,0.2475616896297252,0.0026236250000692962,,,,,0.02876533400012704,Repo_SGD,synthetic,20x20,2,42
12,3.799405665029004,0.2454198493583886,0.0025906669998221332,,,,,0.031356000999949174,Repo_SGD,synthetic,20x20,2,42
13,3.7769689425454014,0.24397056556574054,0.0025611249998291896,,,,,0.033917125999778364,Repo_SGD,synthetic,20x20,2,42
14,3.7612852491323614,0.24295748878106346,0.002526834000036615,,,,,0.03644395999981498,Repo_SGD,synthetic,20x20,2,42
15,3.7509055165254233,0.24228701749229792,0.0025834589996520663,,,,,0.039027418999467045,Repo_SGD,synthetic,20x20,2,42
1,2.232616071049176e-15,1.576520594364175e-16,0.00682620899988251,0.00010591699992801296,8.38319997455983e-05,0.006612708001284773,1.0582999493635725e-05,0.00682620899988251,NBMF_SA,synthetic,20x20,2,43
2,2.232616071049176e-15,1.576520594364175e-16,0.006898625000303582,9.837500010689837e-05,8.708299947102205e-05,0.006687581999813119,1.0707999081205344e-05,0.013724834000186092,NBMF_SA,synthetic,20x20,2,43
3,2.232616071049176e-15,1.576520594364175e-16,0.006516917000226385,9.766699986357708e-05,9.450100014873897e-05,0.006301457000972732,1.0125997960130917e-05,0.020241751000412478,NBMF_SA,synthetic,20x20,2,43
4,2.232616071049176e-15,1.576520594364175e-16,0.0067640420002135215,9.916699991663336e-05,8.604100003140047e-05,0.006554206000600971,1.0623999060044298e-05,0.027005793000626,NBMF_SA,synthetic,20x20,2,43
5,2.232616071049176e-15,1.576520594364175e-16,0.006499458000234881,0.0001016670003082254,8.204200139516615e-05,0.006291460002557869,9.916997896652902e-06,0.03350525100086088,NBMF_SA,synthetic,20x20,2,43
6,2.232616071049176e-15,1.576520594364175e-16,0.006596749999971507,0.00010341699999116827,8.312300087709446e-05,0.006385960998159135,9.957000656868331e-06,0.04010200100083239,NBMF_SA,synthetic,20x20,2,43
7,2.232616071049176e-15,1.576520594364175e-16,0.007060625000121945,9.962500007532071e-05,8.537300027455785e-05,0.006850961001418909,1.0333997579436982e-05,0.04716262600095433,NBMF_SA,synthetic,20x20,2,43
8,2.232616071049176e-15,1.576520594364175e-16,0.006571957999767619,0.00010120900014953804,8.233199969254201e-05,0.00636408300124458,9.831998340814607e-06,0.05373458400072195,NBMF_SA,synthetic,20x20,2,43
9,2.232616071049176e-15,1.576520594364175e-16,0.007093749999967258,9.841700011747889e-05,8.69979994604364e-05,0.006883915999424062,9.996999779104954e-06,0.06082833400068921,NBMF_SA,synthetic,20x20,2,43
10,2.232616071049176e-15,1.576520594364175e-16,0.006216584000412695,9.716700014905655e-05,7.629199990333291e-05,0.006020832000558585,9.204999059875263e-06,0.0670449180011019,NBMF_SA,synthetic,20x20,2,43
11,2.232616071049176e-15,1.576520594364175e-16,0.006312291000085679,9.899999986373587e-05,7.800000048518996e-05,0.006113373998687166,8.99800079423585e-06,0.07335720900118758,NBMF_SA,synthetic,20x20,2,43
12,2.232616071049176e-15,1.576520594364175e-16,0.006282542000008107,9.812500002226443e-05,7.412200011458481e-05,0.006089164000968594,8.581000201957067e-06,0.07963975100119569,NBMF_SA,synthetic,20x20,2,43
13,2.232616071049176e-15,1.576520594364175e-16,0.0061455840000235185,9.379199991599307e-05,7.453999933204614e-05,0.005955955001809343,8.995998086902546e-06,0.08578533500121921,NBMF_SA,synthetic,20x20,2,43
14,2.232616071049176e-15,1.576520594364175e-16,0.00678741700039609,9.666599999036407e-05,8.466500048598391e-05,0.006582540999716002,1.0205999387835618e-05,0.0925727520016153,NBMF_SA,synthetic,20x20,2,43
15,2.232616071049176e-15,1.576520594364175e-16,0.0063965409999582334,9.712500013847603e-05,7.891500035839272e-05,0.006197539998083812,9.456000952923205e-06,0.09896929300157353,NBMF_SA,synthetic,20x20,2,43
1,2.232616071049176e-15,1.576520594364175e-16,0.014231124999696476,9.970900009648176e-05,8.241400064434856e-05,0.014025790998402954,9.83500103757251e-06,0.014231124999696476,NBMF_PathIntegral,synthetic,20x20,2,43
2,2.232616071049176e-15,1.576520594364175e-16,0.014227000000119006,9.387499994772952e-05,8.642000011604978e-05,0.014021873999809031,9.873998806142481e-06,0.02845812499981548,NBMF_PathIntegral,synthetic,20x20,2,43
3,2.232616071049176e-15,1.576520594364175e-16,0.01397741600021618,0.00010199999996984843,8.387500065509812e-05,0.013766746998499002,1.0166001629841048e-05,0.04243554100003166,NBMF_PathIntegral,synthetic,20x20,2,43
4,2.232616071049176e-15,1.576520594364175e-16,0.014358541000092373,9.7707999884733e-05,8.433500079263467e-05,0.01415191600108301,1.0666999969544122e-05,0.056794082000124035,NBMF_PathIntegral,synthetic,20x20,2,43
5,2.232616071049176e-15,1.576520594364175e-16,0.014288125000348373,9.350000027552596e-05,8.720900041225832e-05,0.014082082999721024,1.0417999874334782e-05,0.07108220700047241,NBMF_PathIntegral,synthetic,20x20,2,43
6,2.232616071049176e-15,1.576520594364175e-16,0.013857458000074985,9.945900001184782e-05,8.14179993540165e-05,0.01365370699977575,9.543999567540595e-06,0.08493966500054739,NBMF_PathIntegral,synthetic,20x20,2,43
7,2.232616071049176e-15,1.576520594364175e-16,0.013943334000032337,9.504200033916277e-05,7.774799951221212e-05,0.013748290998591983,9.083000350074144e-06,0.09888299900057973,NBMF_PathIntegral,synthetic,20x20,2,43
8,2.232616071049176e-15,1.576520594364175e-16,0.013949541999863868,0.00010012499978984124,8.120699931168929e-05,0.01374508199887714,9.584001873008674e-06,0.1128325410004436,NBMF_PathIntegral,synthetic,20x20,2,43
9,2.232616071049176e-15,1.576520594364175e-16,0.014303583999662806,9.637499988457421e-05,8.729300043341937e-05,0.014094831000420527,1.0708000900194747e-05,0.1271361250001064,NBMF_PathIntegral,synthetic,20x20,2,43
10,2.232616071049176e-15,1.576520594364175e-16,0.013935999999830528,0.00010383399967395235,7.700200058025075e-05,0.013732085000356165,9.413999578100629e-06,0.14107212499993693,NBMF_PathIntegral,synthetic,20x20,2,43
11,2.232616071049176e-15,1.576520594364175e-16,0.014328583999940747,9.687499959909474e-05,8.275299933302449e-05,0.014123333000952698,1.0000000656873453e-05,0.15540070899987768,NBMF_PathIntegral,synthetic,20x20,2,43
12,2.232616071049176e-15,1.576520594364175e-16,0.013998375000028318,0.00010487500003364403,7.7460999818868e-05,0.013792835998629016,9.208000392391114e-06,0.169399083999906,NBMF_PathIntegral,synthetic,20x20,2,43
13,2.232616071049176e-15,1.576520594364175e-16,0.014557292000063171,9.425000007468043e-05,8.512500016877311e-05,0.014353082000525319,1.0330999430152588e-05,0.18395637599996917,NBMF_PathIntegral,synthetic,20x20,2,43
14,2.232616071049176e-15,1.576520594364175e-16,0.014376292000179092,0.00010100000008606003,8.604000004197587e-05,0.014163956998800131,1.0585000381979626e-05,0.19833266800014826,NBMF_PathIntegral,synthetic,20x20,2,43
15,2.232616071049176e-15,1.576520594364175e-16,0.01448049999999057,0.0001021250000121654,8.316499952343293e-05,0.014271957000801194,9.9999992926314e-06,0.21281316800013883,NBMF_PathIntegral,synthetic,20x20,2,43
1,2.232616071049176e-15,1.576520594364175e-16,0.0017778329997781839,0.00010566699984337902,7.64569990678865e-05,0.0015728340003988706,9.207000857713865e-06,0.0017778329997781839,NBMF_Exact,synthetic,20x20,2,43
2,2.232616071049176e-15,1.576520594364175e-16,0.0015160839998316078,9.566699964125291e-05,6.750099873897852e-05,0.0013340830000743154,8.165000963344937e-06,0.0032939169996097917,NBMF_Exact,synthetic,20x20,2,43
3,2.232616071049176e-15,1.576520594364175e-16,0.001471958000365703,8.808300026430516e-05,6.504199882328976e-05,0.0013012080003136361,7.456000275851693e-06,0.004765874999975495,NBMF_Exact,synthetic,20x20,2,43
4,2.232616071049176e-15,1.576520594364175e-16,0.0020315410001785494,8.654200019009295e-05,7.86239997978555e-05,0.0018433319992254837,9.002000297186896e-06,0.006797416000154044,NBMF_Exact,synthetic,20x20,2,43
5,2.232616071049176e-15,1.576520594364175e-16,0.001656124999954045,0.00010054100039269542,6.991400096012512e-05,0.0014654539995717641,8.539999726053793e-06,0.008453541000108089,NBMF_Exact,synthetic,20x20,2,43
6,2.232616071049176e-15,1.576520594364175e-16,0.0015585840001222095,9.604200022295117e-05,6.741599963788758e-05,0.0013771650005764968,7.70799988458748e-06,0.010012125000230299,NBMF_Exact,synthetic,20x20,2,43
7,2.232616071049176e-15,1.576520594364175e-16,0.0019345829996382236,9.054200017999392e-05,7.320999884541379e-05,0.0017483729998275521,8.706000699021388e-06,0.011946707999868522,NBMF_Exact,synthetic,20x20,2,43
8,2.232616071049176e-15,1.576520594364175e-16,0.0017666250000729633,9.974999966289033e-05,7.87899989518337e-05,0.0015653339996788418,9.081000825972296e-06,0.013713332999941485,NBMF_Exact,synthetic,20x20,2,43
9,2.232616071049176e-15,1.576520594364175e-16,0.001523875000202679,9.945800002242322e-05,6.758299923603772e-05,0.0013381230010054423,7.8309994933079e-06,0.015237208000144165,NBMF_Exact,synthetic,20x20,2,43
10,2.232616071049176e-15,1.576520594364175e-16,0.0017144170001301973,9.233300033884007e-05,6.533100031447248e-05,0.0015386669979307044,7.334001111303223e-06,0.016951625000274362,NBMF_Exact,synthetic,20x20,2,43
11,2.232616071049176e-15,1.576520594364175e-16,0.0015353750000031141,9.15829996301909e-05,6.899999880261021e-05,0.001355793000129779,8.209000498027308e-06,0.018487000000277476,NBMF_Exact,synthetic,20x20,2,43
12,2.232616071049176e-15,1.576520594364175e-16,0.0015235000000757282,9.416600005351938e-05,6.845599909865996e-05,0.0013422519996311166,8.041001365199918e-06,0.020010500000353204,NBMF_Exact,synthetic,20x20,2,43
13,2.232616071049176e-15,1.576520594364175e-16,0.001555957999698876,9.008300003188197e-05,6.624699835811043e-05,0.001377830000819813,7.875001756474376e-06,0.02156645800005208,NBMF_Exact,synthetic,20x20,2,43
14,2.232616071049176e-15,1.576520594364175e-16,0.0019302910000078555,9.712500013847603e-05,7.262800045282347e-05,0.0017406679985469964,8.290001460409258e-06,0.023496749000059935,NBMF_Exact,synthetic,20x20,2,43
15,2.232616071049176e-15,1.576520594364175e-16,0.001743957999678969,9.324999973614467e-05,7.383299953289679e-05,0.0015477480001209187,8.331999652000377e-06,0.025240706999738904,NBMF_Exact,synthetic,20x20,2,43
1,1.2359193204889802e-14,8.727215964220021e-16,0.00045241699990583584,,,,,0.00045241699990583584,Repo_ALS,synthetic,20x20,2,43
2,1.1523048730584072e-14,8.136787990194318e-16,0.00034795900000972324,,,,,0.0008003759999155591,Repo_ALS,synthetic,20x20,2,43
3,4.411530042929717e-15,3.1151204434655277e-16,0.0003444159997343377,,,,,0.0011447919996498968,Repo_ALS,synthetic,20x20,2,43
4,6.686435550250171e-15,4.721502942019253e-16,0.0003417919997446006,,,,,0.0014865839993944974,Repo_ALS,synthetic,20x20,2,43
5,8.120842218741638e-15,5.734382712479481e-16,0.0003421660003368743,,,,,0.0018287499997313716,Repo_ALS,synthetic,20x20,2,43
6,6.749939003140712e-15,4.766344732147605e-16,0.00034062500026266207,,,,,0.0021693749999940337,Repo_ALS,synthetic,20x20,2,43
7,1.4562227738921157e-14,1.0282848102693243e-15,0.00034099999993486563,,,,,0.0025103749999288993,Repo_ALS,synthetic,20x20,2,43
8,4.85381952403968e-15,3.4274349899217077e-16,0.0003416249996917031,,,,,0.0028519999996206025,Repo_ALS,synthetic,20x20,2,43
9,3.828918265016722e-15,2.703719899364216e-16,0.0003406670002732426,,,,,0.003192666999893845,Repo_ALS,synthetic,20x20,2,43
10,4.016254629444848e-15,2.836004012348973e-16,0.00033970899994528736,,,,,0.0035323759998391324,Repo_ALS,synthetic,20x20,2,43
11,5.002934083722277e-15,3.5327294815754774e-16,0.0003388339996490686,,,,,0.003871209999488201,Repo_ALS,synthetic,20x20,2,43
12,1.204676116865714e-14,8.506597853543938e-16,0.00032633399996484513,,,,,0.004197543999453046,Repo_ALS,synthetic,20x20,2,43
13,1.0882126522000235e-14,7.684212612671858e-16,0.0003410839999560267,,,,,0.004538627999409073,Repo_ALS,synthetic,20x20,2,43
14,7.643573729355573e-15,5.397368385513437e-16,0.0003482080001049326,,,,,0.004886835999514005,Repo_ALS,synthetic,20x20,2,43
15,5.622713793987227e-15,3.9703754744857533e-16,0.00035416599985182984,,,,,0.005241001999365835,Repo_ALS,synthetic,20x20,2,43
1,8.242708763138333,0.5820436521505007,0.002578249999714899,,,,,0.002578249999714899,Repo_SGD,synthetic,20x20,2,43
2,7.150147185672971,0.5048944347001523,0.002586582999811071,,,,,0.00516483299952597,Repo_SGD,synthetic,20x20,2,43
3,6.314218566790265,0.44586687952951853,0.002550874999997177,,,,,0.007715707999523147,Repo_SGD,synthetic,20x20,2,43
4,5.698406817419628,0.40238247046683495,0.002495333999831928,,,,,0.010211041999355075,Repo_SGD,synthetic,20x20,2,43
5,5.244622599074468,0.37033933618614306,0.0026993330002369476,,,,,0.012910374999592023,Repo_SGD,synthetic,20x20,2,43
6,4.916237439060409,0.3471510247536963,0.002575083000010636,,,,,0.015485457999602659,Repo_SGD,synthetic,20x20,2,43
7,4.685326625397902,0.3308456842197433,0.0025718750002852175,,,,,0.018057332999887876,Repo_SGD,synthetic,20x20,2,43
8,4.5244916916841245,0.3194886224937739,0.0026136250003219175,,,,,0.020670958000209794,Repo_SGD,synthetic,20x20,2,43
9,4.412714114510502,0.3115956553738366,0.002453915999922174,,,,,0.023124874000131967,Repo_SGD,synthetic,20x20,2,43
10,4.336127348153607,0.30618762235001884,0.002504167000097368,,,,,0.025629041000229336,Repo_SGD,synthetic,20x20,2,43
11,4.284516130160291,0.3025431915353448,0.0025796660002015415,,,,,0.028208707000430877,Repo_SGD,synthetic,20x20,2,43
12,4.248079263562516,0.2999702695121464,0.002605874999972002,,,,,0.03081458200040288,Repo_SGD,synthetic,20x20,2,43
13,4.224289575933262,0.2982904046680585,0.0024660409999341937,,,,,0.03328062300033707,Repo_SGD,synthetic,20x20,2,43
14,4.20801174952823,0.297140976027291,0.002488708000328188,,,,,0.03576933100066526,Repo_SGD,synthetic,20x20,2,43
15,4.196934801622139,0.2963587978138893,0.0025120000000242726,,,,,0.038281331000689534,Repo_SGD,synthetic,20x20,2,43
1,3.164470373670993e-15,2.1868824419530422e-16,0.007211375000224507,0.00010062499995910912,9.129100135396584e-05,0.006995125000230473,1.1040000572393183e-05,0.007211375000224507,NBMF_SA,synthetic,20x20,2,44
