seed,sample_users,n_qubits,best_kernel,best_mode,best_k,silhouette,davies_bouldin,inertia,plain_best_sil,ent_best_sil,delta_ent_minus_plain,noisy_corr,noisy_mae
42,320,6,trainable_fusion+ensemble,kernel_fusion_trainable,2,0.2569009649183506,,,,,,0.02508664444431367,0.8250460004115461
