condition_id,dataset,metric,quantum_mean,classical_mean,quantum_std,classical_std,p_value,p_value_corrected,cohens_d,bootstrap_ci_lower,bootstrap_ci_upper,interpretation
A1,ml-32m,Silhouette Score,-0.0173123226431378,-0.016930946730810845,0.0018240507654285975,0.0018001827698818672,0.49456458933273706,False,-0.2104542317987411,-0.0013426439003487705,0.0006280706501642075,No Difference
A1,books,Silhouette Score,-0.016631876525789145,-0.018576237769177863,0.0020923345725009914,0.0030078084403177964,0.014566552440203911,False,0.7504788137031904,0.0006213103861164464,0.0032911315068699376,No Difference
A1,appliances,Silhouette Score,-0.01702196658381645,-0.017023532028538076,0.002629732891743614,0.0016763920710723902,0.9978703708733274,False,0.0007098889103515128,-0.0011240955599421266,0.0010413380904137424,No Difference
A1,beauty,Silhouette Score,-0.017711848311184032,-0.017385523679097993,0.0019837682364536205,0.0016701260471410674,0.5466360004430171,False,-0.17796302214507062,-0.0012056224116961305,0.0006631834942927681,No Difference
