sample_users,k,use_dwave,selected_features,solver,silhouette_gate,db_gate,runtime_gate_s,silhouette_dwave,db_dwave,runtime_dwave_s,best_energy,chain_break_fraction,hybrid_time_s,noisy_shots,noisy_corr,noisy_mae
320,6,True,32,SimulatedAnnealingSampler_local,0.7864005637008928,2.376863872089005,0.0069399999993038,-0.1136286261593063,101.20725572523864,1828.9113954000004,12.234306350893348,,1828.9113954000004,1024,0.0862458391456352,0.8463796587144049
320,6,True,32,SimulatedAnnealingSampler_local,0.7864005637008928,2.376863872089005,0.010039400000096066,-0.17494716640827374,34.53737919439995,2149.7088657000004,11.919233917623387,,2149.7088657000004,1024,0.08347652318407757,0.848406025901905
